id,g,exp,enr,ed,m,y_exp,t_job,cdi
30020,Male,False,Full time course,High School,,2,1,0.92
5380,Male,True,no_enrollment,Graduate,STEM,17,>4,0.92
20045,Male,True,no_enrollment,Graduate,STEM,6,2,0.91
26651,Male,True,no_enrollment,Masters,STEM,>20,>4,0.913
14077,,True,no_enrollment,Graduate,STEM,13,1,0.92
32000,Male,True,no_enrollment,Masters,STEM,>20,2,0.92
26694,,True,Full time course,Graduate,STEM,2,never,0.493
167,Male,True,no_enrollment,Graduate,STEM,13,3,0.92
28381,,True,no_enrollment,Masters,STEM,11,1,0.855
24612,Male,True,no_enrollment,Masters,STEM,>20,2,0.92
17481,Male,False,Full time course,Graduate,STEM,11,>4,0.926
28007,Male,False,Full time course,Graduate,STEM,<1,never,0.762
26178,Female,True,Full time course,Graduate,STEM,5,1,0.624
13467,Male,False,no_enrollment,Graduate,STEM,4,2,0.7759999999999999
5720,Female,True,no_enrollment,Graduate,STEM,3,2,0.624
18565,Male,True,no_enrollment,Graduate,STEM,8,3,0.624
17018,Male,True,Part time course,Graduate,Business Degree,6,>4,0.939
13047,Male,True,no_enrollment,Graduate,STEM,12,4,0.843
20475,Male,False,no_enrollment,Graduate,STEM,8,1,0.624
5150,Male,True,no_enrollment,Phd,STEM,>20,2,0.939
31451,Male,True,no_enrollment,Graduate,STEM,6,1,0.624
14621,Male,True,no_enrollment,Graduate,STEM,11,1,0.884
29123,Male,True,no_enrollment,Graduate,Humanities,6,2,0.92
13949,Male,True,Full time course,Graduate,STEM,3,1,0.579
2269,Male,True,no_enrollment,Graduate,STEM,3,2,0.624
12814,Male,False,no_enrollment,Masters,STEM,>20,2,0.836
5255,,True,Part time course,Graduate,STEM,7,>4,0.624
3880,Male,False,Full time course,High School,,2,1,0.855
25297,Female,True,no_enrollment,Graduate,STEM,7,2,0.92
27008,Male,True,no_enrollment,Graduate,Other,3,never,0.624
1886,Male,True,no_enrollment,Graduate,Humanities,>20,1,0.92
31129,Male,True,no_enrollment,Primary School,,19,>4,0.92
1123,Male,True,no_enrollment,Masters,STEM,16,>4,0.8959999999999999
9149,,True,no_enrollment,Masters,STEM,18,3,0.899
21962,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.91
462,,False,Full time course,Graduate,STEM,5,1,0.55
2677,Male,True,Full time course,Graduate,STEM,5,never,0.624
18648,Male,True,no_enrollment,Masters,STEM,>20,1,0.926
25612,Male,True,no_enrollment,Masters,STEM,>20,1,0.884
2784,,False,no_enrollment,Graduate,Other,3,1,0.884
33064,Male,True,no_enrollment,Masters,STEM,13,4,0.624
3543,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.92
16419,Female,True,no_enrollment,Graduate,Humanities,9,1,0.926
31606,Male,False,no_enrollment,Graduate,Other,14,1,0.92
5800,Male,True,no_enrollment,Graduate,STEM,15,>4,0.91
9032,Male,True,no_enrollment,Masters,STEM,>20,2,0.92
32908,Female,False,Full time course,Graduate,STEM,3,never,0.7659999999999999
31186,Male,True,no_enrollment,Masters,Other,16,2,0.897
18411,Male,True,no_enrollment,Graduate,STEM,2,1,0.55
7636,,True,no_enrollment,Phd,STEM,9,4,0.92
25586,Male,False,no_enrollment,High School,,2,never,0.762
2583,,True,no_enrollment,Masters,STEM,>20,,0.91
560,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.949
5514,Male,True,no_enrollment,Graduate,STEM,10,1,0.92
3624,Male,True,no_enrollment,High School,,18,1,0.897
1274,Male,True,no_enrollment,Graduate,STEM,9,never,0.939
4957,Male,True,no_enrollment,Graduate,STEM,12,3,0.698
7424,,True,no_enrollment,Graduate,Business Degree,>20,2,0.92
12055,Female,True,no_enrollment,Graduate,STEM,6,2,0.6659999999999999
9163,Male,True,no_enrollment,Graduate,Other,4,1,0.624
29171,Male,True,no_enrollment,Masters,STEM,14,1,0.802
16193,,True,no_enrollment,Phd,STEM,>20,>4,0.92
25623,,False,Full time course,Graduate,STEM,4,never,0.698
2575,Male,True,no_enrollment,Graduate,STEM,5,1,0.7659999999999999
21353,,False,no_enrollment,Graduate,STEM,15,>4,0.624
9106,Male,True,no_enrollment,Graduate,STEM,>20,>4,0.924
30470,Male,False,no_enrollment,Masters,Business Degree,3,1,0.924
20437,Male,True,no_enrollment,High School,,9,1,0.926
18316,,False,Part time course,Graduate,STEM,2,2,0.804
11956,Male,True,no_enrollment,Graduate,STEM,2,1,0.802
8713,,True,no_enrollment,Graduate,STEM,17,1,0.897
12951,,True,no_enrollment,Graduate,STEM,5,1,0.884
23795,Male,True,no_enrollment,Graduate,STEM,4,3,0.926
25933,Male,True,no_enrollment,Masters,STEM,6,>4,0.897
14271,,False,Full time course,,,11,>4,0.92
25129,,True,no_enrollment,Graduate,STEM,<1,,0.624
344,Male,True,no_enrollment,Graduate,STEM,9,1,0.92
31672,Male,True,Full time course,,,<1,1,0.479
6400,Male,True,no_enrollment,Phd,STEM,4,1,0.92
30719,,True,no_enrollment,Graduate,STEM,4,1,0.91
26660,,True,no_enrollment,Graduate,No Major,>20,>4,0.92
14428,,False,Full time course,Graduate,STEM,6,,0.624
6225,,True,no_enrollment,Graduate,Humanities,3,1,0.92
7773,,True,Full time course,Graduate,STEM,7,1,0.624
7720,,True,no_enrollment,Graduate,STEM,11,2,0.939
2018,Male,False,no_enrollment,Masters,STEM,5,1,0.804
5485,Male,True,no_enrollment,Masters,STEM,7,1,0.802
23288,Male,True,no_enrollment,Graduate,No Major,19,1,0.762
33010,Male,False,no_enrollment,High School,,10,1,0.92
4819,Male,True,Part time course,Masters,STEM,>20,1,0.884
3127,Male,True,no_enrollment,Graduate,STEM,9,>4,0.92
