ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Cannabis
1003,45-54,F,"Some college or university, no certificate or degree",Other,White,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,False
1004,18-24,M,"Some college or university, no certificate or degree",Other,White,2.127,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,False
1005,18-24,M,Left school at 18 years,Canada,White,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,False
1006,18-24,M,Left school at 18 years,USA,Mixed-White/Black,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,False
1007,18-24,F,Left school at 18 years,USA,White,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,True
1008,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,False
1009,45-54,M,Masters degree,Other,White,0.62967,-1.23177,-0.58331,-0.45321,-1.13788,-0.21712,-0.21575,False
1010,18-24,F,Left school at 18 years,UK,White,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,False
1011,45-54,M,University degree,USA,White,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,False
1012,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,False
1013,25-34,M,"Some college or university, no certificate or degree",USA,White,1.8399,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,False
1014,18-24,M,"Some college or university, no certificate or degree",USA,White,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,False
1015,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.79151,2.127,0.88309,0.43852,-0.65253,1.86203,1.92173,False
1016,45-54,M,University degree,USA,White,-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,False
1017,18-24,M,Professional certificate/ diploma,Other,White,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,False
1018,25-34,M,"Some college or university, no certificate or degree",USA,White,0.31287,-2.5383,-0.84732,-1.6209,-2.57309,0.88113,0.07987,False
1019,18-24,F,Left school at 18 years,UK,White,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,False
1020,25-34,M,Left school at 18 years,Other,White,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,False
1021,35-44,F,"Some college or university, no certificate or degree",USA,White,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,False
1022,18-24,M,University degree,USA,White,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,False
1023,18-24,F,"Some college or university, no certificate or degree",UK,White,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,True
1024,18-24,M,Left school at 18 years,Australia,White,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,False
1025,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,-0.30033,1.06238,-1.07533,-2.42317,1.29221,0.7654,False
1026,18-24,F,Left school at 18 years,USA,Other,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987,False
1027,18-24,F,University degree,USA,White,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,False
1028,45-54,M,Doctorate degree,USA,White,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,True
1029,35-44,F,University degree,USA,Asian,0.62967,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.2247,False
1030,18-24,F,Masters degree,USA,White,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,False
1031,18-24,F,University degree,UK,White,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,True
1032,18-24,M,"Some college or university, no certificate or degree",Australia,White,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,False
1033,25-34,M,"Some college or university, no certificate or degree",UK,White,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,True
1034,18-24,M,"Some college or university, no certificate or degree",USA,White,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,False
1035,18-24,F,"Some college or university, no certificate or degree",UK,White,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,False
1036,18-24,M,Professional certificate/ diploma,UK,White,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,False
1037,18-24,F,"Some college or university, no certificate or degree",USA,White,0.52135,0.80523,0.88309,-0.15487,-0.27607,1.29221,1.2247,False
1038,25-34,M,"Some college or university, no certificate or degree",USA,White,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,False
1039,35-44,F,Masters degree,USA,White,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,False
1040,18-24,F,"Some college or university, no certificate or degree",USA,White,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,False
1041,18-24,M,"Some college or university, no certificate or degree",USA,White,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,False
1042,35-44,F,Masters degree,UK,White,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,True
1043,35-44,M,University degree,UK,White,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,True
1044,25-34,M,"Some college or university, no certificate or degree",Other,White,1.02119,-0.57545,0.14143,0.94156,-0.52745,0.88113,-0.21575,False
1045,25-34,F,Masters degree,UK,White,0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593,False
1046,18-24,M,"Some college or university, no certificate or degree",UK,White,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,False
1047,25-34,F,Masters degree,USA,White,1.37297,1.2861,1.88511,-2.5383,-1.25773,1.29221,1.2247,False
1048,18-24,M,"Some college or university, no certificate or degree",USA,White,1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,False
1049,18-24,M,Masters degree,UK,White,-1.43907,2.57309,0.44585,-0.76096,0.58489,0.88113,1.92173,False
1050,18-24,M,Professional certificate/ diploma,UK,White,-1.1943,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,False
1051,18-24,F,"Some college or university, no certificate or degree",USA,White,1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.7654,False
1052,25-34,M,Doctorate degree,Other,White,-1.55078,-0.15487,0.7233,-1.92595,0.25953,0.19268,1.2247,False
1053,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,False
1054,18-24,M,Left school at 18 years,Canada,White,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,False
1055,18-24,F,"Some college or university, no certificate or degree",USA,White,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,False
1056,25-34,M,Left school at 16 years,UK,White,-0.79151,1.2861,1.65653,-0.60633,0.58489,0.19268,0.40148,False
1057,25-34,F,"Some college or university, no certificate or degree",USA,White,0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,False
1058,35-44,F,Left school at 18 years,USA,White,0.31287,-1.23177,-1.11902,-1.772,-1.38502,0.19268,0.40148,False
1059,18-24,M,University degree,USA,White,0.73545,-1.09207,-1.27553,-0.45321,-0.40581,0.52975,0.40148,False
1060,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.58016,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,False
1061,45-54,F,Masters degree,Other,White,-0.58016,0.00332,1.65653,0.59042,0.93949,-1.37983,-0.52593,True
1062,18-24,F,Left school at 18 years,USA,Other,-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987,True
1063,18-24,F,University degree,USA,Mixed-Black/Asian,1.23461,1.93886,1.65653,-0.15487,-0.52745,1.29221,1.2247,False
1064,25-34,M,"Some college or university, no certificate or degree",USA,White,-1.69163,-0.15487,0.88309,-1.47955,0.41594,-0.21712,0.07987,False
1065,25-34,M,Masters degree,Other,Other,-0.67825,0.63779,1.65653,0.59042,0.58489,-0.21712,1.2247,False
1066,18-24,M,"Some college or university, no certificate or degree",USA,White,-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.7654,False
1067,35-44,F,Left school at 17 years,Canada,White,1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858,True
1068,35-44,M,University degree,Canada,White,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,True
1069,18-24,M,Left school at 18 years,UK,White,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,0.88113,0.07987,False
1070,25-34,F,Doctorate degree,UK,White,-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575,True
1071,25-34,F,Masters degree,Other,Mixed-White/Black,-0.05188,-1.37639,-0.45174,-0.15487,1.30612,-0.21712,-1.18084,True
1072,18-24,M,Masters degree,UK,White,0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,True
1073,18-24,M,"Some college or university, no certificate or degree",Republic of Ireland,White,-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,False
1074,18-24,F,Masters degree,UK,White,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,True
1075,35-44,F,Doctorate degree,UK,White,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858,True
1076,35-44,M,Left school at 18 years,UK,White,0.31287,-0.69509,-0.45174,-0.45321,-0.14277,0.19268,0.7654,True
1077,18-24,M,Left school at 17 years,UK,White,-0.92104,-0.57545,0.7233,1.2861,-0.27607,-0.71126,-0.21575,False
1078,35-44,F,Professional certificate/ diploma,Canada,White,0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,True
1079,25-34,F,University degree,USA,White,1.8399,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173,False
1080,45-54,M,Professional certificate/ diploma,UK,White,-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,True
1081,35-44,F,Professional certificate/ diploma,UK,White,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,True
1082,25-34,F,Masters degree,UK,Other,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.7654,True
1083,18-24,F,Masters degree,UK,White,-1.1943,1.58487,0.29338,1.11406,1.30612,-0.21712,-0.21575,True
1084,18-24,M,Masters degree,UK,White,-0.24649,0.47617,-0.31776,0.28783,-0.52745,-0.21712,-0.21575,True
1085,18-24,F,Masters degree,UK,White,0.62967,1.11406,-0.84732,-0.45321,-1.25773,-0.71126,-0.84637,True
1086,18-24,F,University degree,UK,White,-0.05188,-0.15487,0.44585,0.28783,0.41594,-1.37983,-0.21575,True
1087,18-24,F,Masters degree,UK,White,-0.24649,0.47617,0.88309,-0.15487,1.81175,0.52975,0.40148,True
1088,35-44,M,Professional certificate/ diploma,Canada,White,-0.14882,-0.15487,0.58331,0.43852,0.58489,-0.71126,0.40148,False
1089,18-24,F,Masters degree,Other,White,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593,True
1090,18-24,F,Masters degree,UK,White,0.52135,0.47617,-0.01928,-0.30172,0.25953,0.19268,-0.52593,True
1091,25-34,F,Masters degree,USA,White,-0.46725,-0.15487,0.29338,0.59042,0.93949,0.19268,-0.84637,True
1092,25-34,F,University degree,UK,White,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.7654,False
1093,18-24,F,Masters degree,UK,White,0.62967,1.45421,-0.17779,2.46262,-0.52745,1.29221,0.40148,True
1094,45-54,F,Left school at 16 years,UK,White,-0.46725,0.63779,-1.11902,1.11406,0.12331,0.19268,-0.52593,False
1095,18-24,M,University degree,Australia,White,-1.69163,-0.80615,-0.58331,-1.21213,-1.25773,0.19268,0.7654,False
1096,25-34,F,University degree,Australia,White,-1.43907,1.74091,-0.84732,-0.60633,0.58489,0.88113,0.40148,False
1097,35-44,M,Masters degree,UK,Asian,-0.46725,0.96248,0.14143,-0.01729,0.93949,0.88113,-0.21575,True
1098,25-34,M,Masters degree,UK,White,1.13281,-1.09207,-0.84732,-0.01729,0.12331,-0.21712,-2.07848,True
1099,18-24,M,Left school at 18 years,UK,White,-0.58016,-0.69509,1.65653,1.81866,-1.13788,-0.21712,-0.52593,False
1100,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.92104,0.00332,0.7233,0.13136,-0.65253,0.88113,0.07987,False
1101,18-24,F,"Some college or university, no certificate or degree",USA,White,0.04257,-0.43999,-0.01928,-0.91699,-0.65253,-1.37983,-0.21575,False
1102,18-24,F,Masters degree,UK,White,-1.32828,1.2861,0.29338,0.43852,0.58489,-0.21712,0.40148,False
1103,18-24,M,"Some college or university, no certificate or degree",Other,White,-0.58016,0.47617,-0.17779,0.28783,-1.78169,0.19268,0.7654,False
1104,18-24,F,University degree,USA,White,0.31287,-0.15487,-0.58331,-0.30172,1.30612,-0.71126,-0.52593,False
1105,18-24,F,Masters degree,Other,White,-0.79151,-0.15487,-0.17779,-0.45321,-0.40581,-0.21712,1.2247,False
1106,18-24,F,Left school at 18 years,USA,White,-1.05308,0.32197,1.88511,-0.91699,-1.78169,0.19268,0.7654,False
1107,25-34,M,"Some college or university, no certificate or degree",Other,White,-1.1943,-1.09207,0.7233,-1.21213,-2.04506,-1.37983,0.07987,False
1108,25-34,F,Doctorate degree,UK,White,-0.14882,-0.30033,-0.45174,2.23427,1.63088,-1.37983,0.07987,True
1109,25-34,F,"Some college or university, no certificate or degree",Other,White,1.98437,-0.30033,0.44585,-1.21213,-1.0145,0.19268,0.7654,False
1110,18-24,M,University degree,UK,White,1.13281,1.11406,1.06238,-0.15487,-0.52745,1.86203,1.92173,False
1111,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.92104,1.74091,1.43533,1.2861,-0.27607,0.19268,0.40148,False
1112,45-54,M,"Some college or university, no certificate or degree",USA,White,2.46262,-1.50796,-1.82919,0.13136,-1.64101,0.88113,-0.52593,True
1113,18-24,F,"Some college or university, no certificate or degree",USA,White,0.22393,-0.15487,-0.31776,2.23427,1.46191,-1.37983,-1.18084,False
1114,45-54,M,Doctorate degree,USA,White,0.41667,-0.43999,0.58331,0.28783,-1.25773,1.29221,0.07987,False
1115,18-24,M,Left school at 18 years,USA,White,-0.92104,-1.23177,-0.71727,-1.07533,0.58489,-0.71126,-0.52593,False
1116,18-24,M,"Some college or university, no certificate or degree",USA,White,-3.46436,0.47617,-0.01928,1.2861,2.04506,-0.21712,0.7654,False
1117,45-54,M,Left school at 16 years,UK,White,0.52135,-0.57545,0.44585,-2.5383,-0.27607,0.88113,-0.21575,False
1118,18-24,M,"Some college or university, no certificate or degree",USA,Other,0.91093,0.00332,1.24033,-0.15487,-1.38502,1.29221,0.40148,False
1119,18-24,M,"Some college or university, no certificate or degree",USA,White,1.60383,-1.23177,-0.17779,-0.91699,-0.65253,-0.71126,-0.21575,False
1120,25-34,F,University degree,USA,White,-1.69163,2.57309,2.90161,1.11406,-0.27607,0.52975,1.92173,False
1121,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-0.43999,-0.01928,-1.772,-1.0145,0.88113,0.7654,False
1122,25-34,M,University degree,UK,White,-1.05308,1.2861,0.44585,0.43852,0.7583,0.19268,-0.21575,True
1123,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.34799,-2.44904,-1.27553,-0.76096,-0.27607,0.19268,0.7654,True
1124,18-24,M,Left school at 16 years,Canada,White,-0.05188,-1.92173,1.65653,-0.01729,-0.40581,-0.71126,-0.52593,False
1125,25-34,M,Professional certificate/ diploma,UK,White,0.73545,-0.94779,-1.11902,-0.01729,-1.25773,0.52975,-0.52593,False
1126,25-34,M,Left school at 18 years,UK,White,-1.05308,0.00332,-2.39883,0.43852,-0.00665,1.29221,0.07987,False
1127,25-34,M,Professional certificate/ diploma,USA,White,1.37297,-1.37639,-0.45174,-0.15487,-2.30408,-0.21712,-0.21575,False
1128,55-64,M,Left school at 17 years,USA,White,0.52135,-0.43999,-0.58331,-1.6209,0.58489,-0.21712,0.07987,False
1129,18-24,M,"Some college or university, no certificate or degree",USA,White,1.37297,-0.94779,0.7233,0.28783,-0.78155,0.52975,1.2247,False
1130,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-2.03972,-0.71727,1.11406,-1.25773,0.88113,0.40148,False
1131,18-24,M,"Some college or university, no certificate or degree",Other,White,-1.55078,-1.23177,0.88309,1.61108,-1.78169,-0.21712,0.40148,False
1132,18-24,M,"Some college or university, no certificate or degree",Other,White,0.41667,0.16767,-0.17779,-0.01729,-1.92173,1.29221,0.7654,False
1133,25-34,F,Professional certificate/ diploma,USA,White,2.28554,0.80523,0.7233,-2.07848,-1.78169,1.86203,1.92173,False
1134,25-34,M,Masters degree,New Zealand,White,0.62967,-0.69509,0.14143,-1.21213,-0.27607,-0.21712,-0.21575,False
1135,35-44,M,Professional certificate/ diploma,Australia,White,-1.32828,0.16767,1.65653,1.11406,0.25953,1.29221,0.7654,False
1136,18-24,M,Masters degree,USA,White,0.41667,1.2861,-1.11902,-0.91699,-0.52745,1.86203,0.40148,False
1137,18-24,M,Left school at 18 years,USA,White,1.37297,0.63779,-0.31776,-1.34289,-1.64101,1.29221,1.2247,False
1138,25-34,F,Doctorate degree,UK,White,-0.05188,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637,True
1139,25-34,F,University degree,Other,White,0.31287,-1.92173,-0.01928,0.59042,-1.25773,-0.21712,-0.84637,True
1140,25-34,M,"Some college or university, no certificate or degree",USA,White,0.52135,-1.23177,0.44585,-3.15735,-0.52745,1.86203,1.2247,False
1141,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.92104,0.47617,0.14143,1.45039,-0.27607,-0.21712,1.2247,False
1142,25-34,F,University degree,Australia,White,1.60383,-1.6334,0.7233,-1.07533,-1.5184,0.52975,1.2247,False
1143,35-44,M,Professional certificate/ diploma,USA,White,0.41667,-1.23177,0.14143,-0.15487,0.58489,0.52975,0.07987,False
1144,18-24,F,"Some college or university, no certificate or degree",USA,White,1.98437,-1.92173,1.24033,1.45039,-1.13788,-0.21712,1.2247,False
1145,45-54,M,University degree,UK,White,0.22393,-1.09207,-0.71727,-0.30172,-0.65253,0.19268,-0.84637,True
1146,18-24,M,"Some college or university, no certificate or degree",Republic of Ireland,White,1.60383,-0.80615,-0.71727,-1.21213,-2.18109,-0.21712,0.07987,False
1147,25-34,M,Masters degree,USA,White,0.22393,-0.69509,0.29338,-0.01729,-1.0145,-0.71126,-1.18084,False
1148,25-34,M,University degree,USA,White,-2.75696,-0.43999,-1.11902,-1.47955,0.93949,-0.21712,0.07987,True
1149,35-44,M,Professional certificate/ diploma,USA,White,1.8399,-0.94779,0.14143,-1.47955,-1.25773,0.88113,-0.52593,False
1150,18-24,M,"Some college or university, no certificate or degree",USA,White,0.13606,0.16767,0.14143,-0.60633,-0.65253,0.52975,1.92173,False
1151,45-54,F,Left school at 18 years,Australia,White,-0.58016,0.63779,-0.31776,0.43852,0.93949,-0.71126,-0.52593,False
1152,25-34,M,"Some college or university, no certificate or degree",USA,White,1.23461,-0.43999,0.58331,1.11406,0.41594,0.19268,0.40148,False
1153,35-44,F,University degree,USA,White,1.72012,-1.7625,-0.58331,-0.30172,-1.25773,0.88113,-0.84637,False
1154,55-64,F,Masters degree,USA,Other,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,0.52975,1.92173,True
1155,18-24,M,Left school at 18 years,Other,White,0.52135,-0.80615,-0.17779,-0.15487,-1.92173,0.52975,1.2247,False
1156,18-24,F,Masters degree,UK,White,0.41667,0.16767,0.29338,0.76096,-0.52745,0.19268,0.7654,False
1157,18-24,M,Doctorate degree,UK,White,-0.92104,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,False
1158,18-24,F,"Some college or university, no certificate or degree",UK,White,0.22393,-0.15487,-0.31776,-0.60633,0.41594,-0.21712,-0.52593,True
1159,18-24,M,"Some college or university, no certificate or degree",UK,White,0.62967,1.93886,1.88511,0.43852,-0.40581,1.29221,0.7654,False
1160,45-54,M,Professional certificate/ diploma,Republic of Ireland,White,-0.46725,0.00332,-0.31776,-1.21213,0.93949,-0.71126,0.40148,False
1161,25-34,F,University degree,Canada,White,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247,False
1162,18-24,M,Left school at 17 years,USA,Other,0.82562,-1.09207,-1.42424,-0.91699,0.12331,0.52975,0.7654,False
1163,18-24,M,"Some college or university, no certificate or degree",USA,White,0.04257,-0.15487,1.65653,0.13136,0.25953,0.52975,1.92173,False
1164,25-34,F,Doctorate degree,UK,White,-0.14882,-0.94779,0.29338,0.94156,2.04506,-0.71126,-0.52593,True
1165,25-34,M,Left school at 17 years,Australia,White,-0.34799,0.32197,-0.01928,0.13136,0.41594,0.19268,0.07987,True
1166,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-1.09207,0.44585,-0.60633,1.13407,0.88113,-0.21575,False
1167,35-44,M,University degree,USA,White,-0.34799,-0.57545,0.88309,0.76096,-1.78169,1.86203,1.92173,False
1168,25-34,M,University degree,USA,White,0.52135,-0.94779,1.06238,-0.30172,0.58489,-0.21712,0.07987,False
1169,18-24,M,Left school at 18 years,USA,White,0.82562,-0.30033,1.43533,-0.76096,-1.0145,0.88113,0.7654,False
1170,45-54,M,Professional certificate/ diploma,USA,White,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,True
1171,35-44,F,University degree,USA,White,-1.1943,1.2861,1.43533,1.2861,0.25953,-0.71126,-0.21575,False
1172,35-44,M,"Some college or university, no certificate or degree",USA,White,0.13606,-0.57545,-0.01928,-0.76096,0.12331,-0.71126,0.40148,False
1173,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.24649,0.16767,-0.97631,0.59042,0.93949,0.88113,0.40148,False
1174,18-24,F,"Some college or university, no certificate or degree",USA,White,0.41667,0.16767,1.43533,0.59042,0.58489,-1.37983,0.07987,False
1175,18-24,M,"Some college or university, no certificate or degree",USA,Other,0.04257,-0.80615,0.88309,-0.30172,1.13407,-0.21712,0.7654,False
1176,25-34,M,Masters degree,USA,White,0.31287,-0.80615,-0.01928,-0.91699,1.13407,1.86203,1.92173,False
1177,18-24,M,"Some college or university, no certificate or degree",USA,Other,-1.43907,0.00332,-0.84732,0.76096,-0.27607,-0.21712,0.7654,False
1178,18-24,M,"Some college or university, no certificate or degree",Other,White,0.82562,-0.15487,-0.01928,-1.34289,-0.89891,-1.37983,0.07987,False
1179,25-34,F,"Some college or university, no certificate or degree",USA,White,-0.46725,0.32197,0.14143,1.61108,0.12331,1.29221,0.40148,True
1180,25-34,F,Masters degree,USA,White,2.127,0.47617,1.88511,-2.78793,-1.25773,1.86203,1.92173,False
1181,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.79151,-0.30033,-0.58331,0.76096,-0.27607,-0.21712,-1.18084,False
1182,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,-1.6334,0.29338,-0.60633,-0.27607,-0.71126,0.40148,False
1183,25-34,M,"Some college or university, no certificate or degree",Other,White,1.72012,-0.43999,-0.58331,-0.45321,-1.0145,0.19268,0.40148,False
1184,25-34,F,Professional certificate/ diploma,Australia,White,0.41667,-0.43999,-0.58331,2.23427,-0.78155,0.52975,0.07987,False
1185,18-24,M,University degree,USA,White,-0.46725,1.11406,0.88309,-0.30172,1.81175,-0.71126,-0.21575,False
1186,45-54,M,Left school at 16 years,USA,White,-0.14882,-1.23177,-0.17779,0.94156,0.25953,-0.21712,0.7654,False
1187,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,-0.30033,0.58331,-0.91699,-0.89891,0.88113,0.7654,False
1188,18-24,M,"Some college or university, no certificate or degree",Other,White,-1.05308,0.63779,0.29338,0.59042,-0.78155,1.86203,0.40148,False
1189,25-34,F,University degree,UK,White,1.23461,-0.30033,0.88309,0.43852,-0.00665,0.19268,0.07987,False
1190,55-64,F,Doctorate degree,USA,White,-0.34799,0.47617,0.44585,-0.45321,-0.00665,-0.21712,0.07987,False
1191,18-24,M,"Some college or university, no certificate or degree",Canada,White,-1.1943,1.45421,0.44585,-0.60633,-0.00665,1.29221,0.40148,False
1192,18-24,M,Masters degree,USA,White,-2.21844,0.32197,0.7233,1.81866,0.93949,-0.71126,-0.52593,False
1193,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,0.63779,0.44585,0.13136,-2.57309,1.86203,1.2247,True
1194,18-24,M,Left school at 18 years,Canada,White,1.60383,-1.50796,0.44585,0.43852,-1.13788,1.86203,1.2247,False
1195,18-24,M,"Some college or university, no certificate or degree",USA,White,-2.75696,1.11406,1.06238,1.61108,-0.52745,0.19268,0.40148,False
1196,35-44,M,University degree,USA,White,0.31287,0.16767,0.7233,-1.07533,0.41594,0.52975,1.2247,True
1197,18-24,M,"Some college or university, no certificate or degree",USA,White,0.91093,-0.43999,-0.01928,-0.45321,-1.64101,0.88113,0.40148,True
1198,18-24,M,"Some college or university, no certificate or degree",USA,White,0.52135,-0.30033,-0.58331,-0.76096,-0.52745,-0.21712,0.7654,False
1199,25-34,M,University degree,Canada,White,-0.92104,-0.30033,-0.17779,-1.92595,-0.27607,0.52975,-1.54858,True
1200,25-34,M,Left school at 16 years,USA,White,-0.34799,-2.44904,-0.71727,-0.01729,0.25953,-1.37983,-0.84637,False
1201,18-24,M,"Some college or university, no certificate or degree",USA,White,2.127,-2.72827,-1.27553,0.28783,-1.92173,0.52975,1.2247,False
1202,25-34,F,University degree,Other,White,0.13606,-1.6334,0.44585,0.94156,-1.64101,-0.21712,-0.84637,True
1203,18-24,M,"Some college or university, no certificate or degree",USA,White,0.31287,0.96248,1.88511,-0.76096,-0.65253,1.29221,1.92173,False
1204,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,0.80523,0.29338,-1.07533,-0.78155,-0.21712,0.7654,False
1205,18-24,M,Left school at 18 years,USA,Mixed-White/Asian,0.41667,0.47617,-0.31776,-1.34289,-0.27607,0.52975,1.2247,False
1206,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-1.37639,0.44585,-1.07533,-1.13788,0.19268,0.7654,False
1207,18-24,F,Left school at 18 years,UK,White,-1.05308,-0.57545,-0.01928,-2.07848,-1.38502,1.29221,0.40148,False
1208,45-54,M,University degree,UK,White,-0.46725,1.58487,1.43533,1.45039,1.30612,-0.21712,-0.21575,True
1209,18-24,M,Professional certificate/ diploma,USA,Other,0.13606,0.00332,0.7233,-2.21844,1.46191,0.88113,1.92173,False
1210,18-24,M,"Some college or university, no certificate or degree",Canada,Mixed-White/Black,-1.55078,-0.94779,0.58331,-1.07533,-0.40581,0.52975,0.40148,False
1211,45-54,M,University degree,Australia,White,-1.05308,0.63779,-0.45174,-1.07533,0.7583,0.88113,0.7654,False
1212,18-24,M,"Some college or university, no certificate or degree",Canada,White,-1.43907,1.11406,0.58331,-0.60633,-0.78155,0.88113,0.40148,False
1213,18-24,M,"Some college or university, no certificate or degree",Other,White,-0.24649,-1.09207,0.29338,-0.45321,-1.0145,-1.37983,0.7654,False
1214,18-24,F,"Some college or university, no certificate or degree",Canada,White,0.91093,0.16767,0.58331,-0.15487,-2.04506,-1.37983,0.40148,False
1215,18-24,M,"Some college or university, no certificate or degree",Australia,White,-0.24649,0.16767,0.58331,-0.45321,-0.00665,0.19268,0.7654,False
